DATA,LAHTI,PORVO,MUSTI,FLOW
9/16/2006,0,0,0,2.61
9/17/2006,0,0,0,2.22
9/18/2006,0,0,0,1.98
9/19/2006,0.6,0,1,1.96
9/20/2006,0,0,0.8,1.85
9/21/2006,0,0,0,1.69
9/22/2006,0,0,0,1.5
9/23/2006,0,0,0,1.5
9/24/2006,0,0,0.4,1.65
9/25/2006,0,0,0,1.67
9/26/2006,0,0,0.06,1.31
9/27/2006,0,0,0,1.17
9/28/2006,2.5,0,0.9,1.37
9/29/2006,8,0,0.9,1.39
9/30/2006,0.4,0.5,0.2,1.31
10/1/2006,5.9,0.4,8.7,1.37
10/2/2006,0,0,0,1.54
10/3/2006,1.9,0,10.5,1.61
10/4/2006,2.1,0,23.7,1.94
10/5/2006,3.2,0,0.5,3
10/6/2006,1.1,0,0.06,4.24
10/7/2006,10,0,8.9,4.44
10/8/2006,0.7,0,0.7,4.87
10/9/2006,0.7,0,0.2,6.57
10/10/2006,0.06,0,0.1,6.88
10/11/2006,1,0,0.06,6.96
10/12/2006,0,0,0,6.42
10/13/2006,0,0,0.06,5.59
10/14/2006,2.1,0,4,4.87
10/15/2006,0,0,0,4.44
10/16/2006,0.3,0,0.3,4.05
10/17/2006,0.06,0,0,3.91
10/18/2006,0,0,0,3.78
10/19/2006,0,0,0,3.65
10/20/2006,0,0,0,3.49
10/21/2006,2.1,0,7.2,3.45
10/22/2006,10.5,0,5.4,3.18
10/23/2006,18.5,5.2,22.1,3.22
10/24/2006,12.8,7.4,7.7,17.69
10/25/2006,1.6,0,0.3,30.05
10/26/2006,20.4,0,27.9,30.4
10/27/2006,4.1,14.7,5.7,31.47
10/28/2006,5.3,1.2,0.2,48.74
10/29/2006,1.1,0,0,49.3
10/30/2006,5.4,0,3.2,44.45
10/31/2006,27,0,12.4,37.4
11/1/2006,4.6,0,1.8,30.06
11/2/2006,1,0,0.3,25
11/3/2006,0,0,0,22.03
11/4/2006,0,0,0,18.32
11/5/2006,0.5,0,0.7,15.42
11/6/2006,9.3,0,6.8,14.9
11/7/2006,0.4,8.2,0.1,13.59
11/8/2006,0,0,0,12.68
11/9/2006,0.3,0,0,11.97
11/10/2006,0,0,0,11.17
11/11/2006,0.6,0,3.8,10.55
11/12/2006,2.5,0,3.7,9.85
11/13/2006,0.7,0.06,0.3,9.62
11/14/2006,5.5,0,6.3,9.3
11/15/2006,2.9,0,1.7,13.59
11/16/2006,0.2,0,0,22.3
11/17/2006,1.4,0,1.7,26.51
11/18/2006,7.3,3.4,3.3,38.76
11/19/2006,2.2,0,1.9,52.29
11/20/2006,1.2,5.2,0.8,57.33
11/21/2006,0.4,0,1.3,58
11/22/2006,0.4,5.6,0.7,56.68
11/23/2006,4,0,4.6,53.52
11/24/2006,6,5.4,5.8,47.7
11/25/2006,5.3,6.1,4.2,48.81
11/26/2006,0.1,4.2,0.06,47.16
11/27/2006,0.1,0,0,45.56
11/28/2006,0.06,1.2,0.1,42.52
11/29/2006,0,0,0.1,37.9
11/30/2006,0,4.2,0,33.39
12/1/2006,0,3.4,0,29.42
12/2/2006,7.1,2.2,4.8,25.33
12/3/2006,2.2,3.5,0.06,25.05
12/4/2006,5.7,2.5,5.4,30.11
12/5/2006,11,3.5,11.4,36.21
12/6/2006,1.5,2.4,0.2,42.54
12/7/2006,0.2,3.1,0.3,44.55
12/8/2006,3.2,4.4,3.8,43.54
12/9/2006,0.06,1.2,0.06,39.71
12/10/2006,0,3.2,0,32.65
12/11/2006,2.9,0,1.6,30.83
12/12/2006,0.06,4.7,0.06,25.35
12/13/2006,1.5,2.2,1.1,22.42
12/14/2006,3.1,3.4,0.9,23.39
12/15/2006,0,0,0,23.93
12/16/2006,0,0,0,23.94
12/17/2006,0.2,0,0.6,23.66
12/18/2006,0,0,0,21.83
12/19/2006,2,0,2.3,18.58
12/20/2006,3,0,0.8,15.82
12/21/2006,0,0,0,13.46
12/22/2006,0,0,0,12.28
12/23/2006,1,0.06,0.1,12.14
12/24/2006,0,2,0.1,11.33
12/25/2006,0,1.2,0,10.82
12/26/2006,0.06,0,0,9.76
12/27/2006,1.3,0,0.2,9.98
12/28/2006,0.1,0,0.1,10.1
12/29/2006,0,0.06,0.06,9.11
12/30/2006,1.1,0,0.5,8.31
12/31/2006,1.2,4.2,3.1,7.66
1/1/2007,3.7,11.5,6.8,8.86
1/2/2007,1,0.4,0.2,10.66
1/3/2007,0.5,0,0.06,14.08
1/4/2007,1.7,3.5,3.7,15.45
1/5/2007,0.5,0.9,0.06,15.63
1/6/2007,0,0,0.7,17.75
1/7/2007,1.6,2,1.3,19.93
1/8/2007,1.7,4.1,2.3,20.16
1/9/2007,10,10,7.8,17.35
1/10/2007,0,4,2.5,23.44
1/11/2007,1,3.4,1,33.18
1/12/2007,0.7,1,1.1,35.57
1/13/2007,0.4,2.8,1.3,35.98
1/14/2007,4,9.7,7.8,29.55
1/15/2007,1.6,2.4,3.2,21.87
1/16/2007,1,0.5,0,18.81
1/17/2007,4.5,11.7,9,17.55
1/18/2007,4.5,4.4,4,19.04
1/19/2007,0.4,0,0.8,24.56
1/20/2007,0.06,1.4,0.3,29.56
1/21/2007,0.06,2.1,0.06,29.91
1/22/2007,0,0,0,24.56
1/23/2007,1,4.6,2.5,18.6
1/24/2007,2.4,1.3,0.4,14.59
1/25/2007,0.06,0.6,0.5,10.67
1/26/2007,4,6.9,5.4,10.55
1/27/2007,1,0.4,1,8.97
1/28/2007,0.06,0,0,7.72
1/29/2007,0.2,0,0,7.54
1/30/2007,0,0,0.1,6.34
1/31/2007,1.8,3.3,3.4,6.05
2/1/2007,0.4,0.5,1.2,5.71
2/2/2007,12.5,10.4,7.5,5.21
2/3/2007,0,0,0.06,4.75
2/4/2007,0.9,0,0.3,4.58
2/5/2007,0.3,0,0.1,4.28
2/6/2007,0,0,0,4.18
2/7/2007,0,0,0.06,4.04
2/8/2007,0.06,0,0.06,3.99
2/9/2007,0,0,0,3.72
2/10/2007,0,0,0,3.47
2/11/2007,0,0,0.1,3.28
2/12/2007,0,0,0,3.24
2/13/2007,0,0,0,3.13
2/14/2007,0,0,0,3.09
2/15/2007,0.8,0,0.5,2.89
2/16/2007,0.6,0.2,0.06,2.79
2/17/2007,0,0,0,2.75
2/18/2007,0,0,0.1,2.69
2/19/2007,0,0,0,2.57
2/20/2007,0,0,0,2.43
2/21/2007,0,0,0,2.34
2/22/2007,0,0,0,2.24
2/23/2007,0.4,0,0,2.14
2/24/2007,0.06,0,0,2.11
2/25/2007,0,0,0,2.11
2/26/2007,0,0,0,2.11
2/27/2007,2,2.7,2.5,2.11
2/28/2007,1.1,1.5,1.2,2.04
3/1/2007,1.1,0,1.4,2.02
3/2/2007,2.6,3.3,1.6,2.02
3/3/2007,0,1.9,0.06,2.02
3/4/2007,0.6,0,0,2.02
3/5/2007,0,0.5,0,2.02
3/6/2007,1.6,0,0.6,2.02
3/7/2007,2.4,0.9,1.7,2.02
3/8/2007,0,1,0.1,2.02
3/9/2007,0.5,0,0.3,2.11
3/10/2007,0,0.9,1.3,2.21
3/11/2007,0.7,2.6,0,2.37
3/12/2007,0.3,0,0.1,3.21
3/13/2007,0,0,0,3.36
3/14/2007,0,0,0,4.33
3/15/2007,0,0,0.06,5.59
3/16/2007,0,0,0.2,19.98
3/17/2007,2.7,0,5,20.21
3/18/2007,2.8,4.8,6.2,19.98
3/19/2007,7.2,6.3,5,20.22
3/20/2007,0,2.6,0.06,19.53
3/21/2007,1.7,0,0.8,27.64
3/22/2007,0,2.9,0.06,28.95
3/23/2007,0,0,0,30.32
3/24/2007,0,0,0,29.63
3/25/2007,0,0,0,31.04
3/26/2007,0,0,0,34.85
3/27/2007,0,0,0,35.26
3/28/2007,0,0,0,33.27
3/29/2007,0,0,0,30.33
3/30/2007,0,0,0,27.65
3/31/2007,0,0,0,26.7
4/1/2007,0,0,0,24.63
4/2/2007,0.2,0,0,22.97
4/3/2007,0,0,0.06,20.94
4/4/2007,0.06,0,0.06,19.09
4/5/2007,0.4,0,0.2,17.4
4/6/2007,0,0,0.06,16.05
4/7/2007,0.06,0,0.06,14.97
4/8/2007,0,0,0,13.97
4/9/2007,0,0,0,12.44
4/10/2007,0.2,0,0.2,10.83
4/11/2007,0.06,0,0.06,9.53
4/12/2007,0,0,0,8.69
4/13/2007,0,0,0,8.01
4/14/2007,0,0,0,7.56
4/15/2007,0,0,0,7.74
4/16/2007,0,0,0,7.22
4/17/2007,0.6,0,0.7,7.56
4/18/2007,0,0,0.06,7.74
4/19/2007,7.1,0.2,10.7,8.11
4/20/2007,8.7,12.4,11.9,9.76
4/21/2007,3.3,9,1.3,15.33
4/22/2007,0,0.6,0,25.81
4/23/2007,0.8,0,3.6,27.04
4/24/2007,0,3.8,0,27.36
4/25/2007,4.6,0,4.6,25.23
4/26/2007,1,5.2,0.6,20.96
4/27/2007,0,0.4,0,19.33
4/28/2007,0,0,0,19.11
4/29/2007,0,0,1.7,18.89
4/30/2007,0,3,0.06,17.83
5/1/2007,1,0,0,15.16
5/2/2007,7.1,0.3,2.9,13.5
5/3/2007,2.7,5.2,1.7,12.03
5/4/2007,1.8,1.5,2,10.96
5/5/2007,0.06,0.8,0,10.71
5/6/2007,0.06,0,0,10.96
5/7/2007,0.5,0,0.4,10.96
5/8/2007,0,1.5,0,10.84
5/9/2007,0,0,0.06,10.23
5/10/2007,0,0,0,8.9
5/11/2007,0,0,0,8.3
5/12/2007,0,0,0,7.93
5/13/2007,0,0,0,7.31
5/14/2007,0.7,0,1.5,6.9
5/15/2007,4.9,0.6,6.4,6
5/16/2007,0,5.4,0,5.29
5/17/2007,0,0,0,5.73
5/18/2007,0,0,0,6.01
5/19/2007,0,0,0,6.08
5/20/2007,0,0,0,5.94
5/21/2007,4.4,0,3.9,5.35
5/22/2007,0.4,4.1,0.5,4.76
5/23/2007,0.8,1.3,0,4.5
5/24/2007,5.7,0,0.3,4.2
5/25/2007,0.6,0.6,3.3,4.24
5/26/2007,5.5,2.8,4.9,4.1
5/27/2007,0.7,3.1,15.7,4.24
5/28/2007,6.2,12.6,4.3,5.23
5/29/2007,0.06,0,0,6.75
5/30/2007,0.06,0.6,2.7,7.4
5/31/2007,1.2,5.6,0,7.75
6/1/2007,0,2,0,7.66
6/2/2007,0,0,0,6.9
6/3/2007,0,0,0,6.83
6/4/2007,0,0,0,6.67
6/5/2007,0,0,0,5.67
6/6/2007,0,0,0,4.82
6/7/2007,0,0,0,4.5
6/8/2007,0,0,0,3.7
6/9/2007,0,0,0,3.25
6/10/2007,3.3,0,1.7,3.14
6/11/2007,0,2.5,0,2.93
6/12/2007,0.8,0,0.06,2.77
6/13/2007,0,0,1.7,2.74
6/14/2007,4.3,1.2,5.5,2.74
6/15/2007,1.2,9.8,0.06,2.7
6/16/2007,0,0.6,0,2.67
6/17/2007,0,0,1.3,2.74
6/18/2007,3.5,2.9,8.9,2.7
6/19/2007,0,6,0,2.44
6/20/2007,0.06,0,0.06,2.44
6/21/2007,0,1.6,0,2.41
6/22/2007,0,0,0,2.38
6/23/2007,0,0,0,2.41
6/24/2007,0,0,0,2.05
6/25/2007,2.7,0,1,2
6/26/2007,5.9,1.6,2,1.61
6/27/2007,23.8,8.6,14.8,1.68
6/28/2007,4.5,16.1,3.7,2.49
6/29/2007,0.06,0.7,9.8,4.06
6/30/2007,0,1,0.06,5.36
7/1/2007,1.8,0,0.06,5.61
7/2/2007,0.06,0,2.9,5.68
7/3/2007,5,0.6,0,5
7/4/2007,0,0,0,4.15
7/5/2007,0,0,0,3.66
7/6/2007,0.5,0,6.8,3.49
7/7/2007,19.3,1.7,5.5,3.07
7/8/2007,4.4,10.9,2.9,2.55
7/9/2007,0,3.2,0.06,2.9
7/10/2007,0,0,0.06,3.92
7/11/2007,4.1,0,2,4.2
7/12/2007,0,2.4,0,3.92
7/13/2007,15.4,0,4.4,3.45
7/14/2007,12.7,0,8.3,3.15
7/15/2007,2.2,8.6,1.4,4.15
7/16/2007,0,2.6,0.4,5.68
7/17/2007,0,0,0.4,6.16
7/18/2007,8.8,0.6,0.1,6.09
7/19/2007,0.2,0,0,5.49
7/20/2007,1.6,0,1.6,4.72
7/21/2007,0,2.1,0,4.4
7/22/2007,0,0,0,4.35
7/23/2007,0.3,0,0.7,4.25
7/24/2007,2.1,2.7,1.8,3.79
7/25/2007,0.06,5.9,0.1,3.41
7/26/2007,0.4,0,0,3.11
7/27/2007,14,1.3,7.4,2.97
7/28/2007,1.4,6.1,0.06,2.8
7/29/2007,1.9,0,1.6,3.08
7/30/2007,25,2.8,25.9,3.45
7/31/2007,10.4,27.5,3.8,3.97
8/1/2007,0,7.1,0,13.24
8/2/2007,0,0,0,16.31
8/3/2007,0,0,0,16.5
8/4/2007,0,0,0,14.52
8/5/2007,0,0,0,13.24
8/6/2007,0,0,0,9.8
8/7/2007,0,0,0,7.95
8/8/2007,0,0,0,6.92
8/9/2007,0,0,0,6.31
8/10/2007,0,0,0,6.17
8/11/2007,0,0,0.3,5.01
8/12/2007,11.3,2,16.6,4.21
8/13/2007,0.8,0.6,0.1,3.97
8/14/2007,11,0,7.2,3.62
8/15/2007,0,6.8,0,3.79
8/16/2007,10,0,7.4,5.01
8/17/2007,0,35.9,0,5.12
8/18/2007,0,2.9,0,5.49
8/19/2007,0,1.5,0.1,5.75
8/20/2007,0,0,0,5.69
8/21/2007,0,0,0,5.31
8/22/2007,5.7,0,12.2,5.07
8/23/2007,15,7.5,2.2,4.56
8/24/2007,1.8,13.2,0.06,5.01
8/25/2007,0,0.9,0.06,5.49
8/26/2007,4.4,0,0.5,5.56
8/27/2007,1,1.1,5.3,5.62
8/28/2007,17.4,1.5,3.8,5.89
8/29/2007,5,4.7,1.5,6.61
8/30/2007,2.9,2.2,2.5,6.69
8/31/2007,0,0,0.06,6.32
9/1/2007,3.1,3.8,4.5,6.03
9/2/2007,16.3,4,7.5,10.76
9/3/2007,4.8,7.6,3.3,15.59
9/4/2007,0,1.2,0,21.06
9/5/2007,0.3,2.6,0,21.31
9/6/2007,1,0,0.5,20.35
9/7/2007,0,0.3,0,17.91
9/8/2007,0,0,0,14.71
9/9/2007,0,0,0.1,12.08
9/10/2007,0,0.7,0.9,10.64
9/11/2007,0,0,0,9.26
9/12/2007,6.2,0,1.3,8.25
9/13/2007,0.7,4,0.7,7.34
9/14/2007,0.1,0,1,6.77
9/15/2007,2.8,0,7.9,6.77
9/16/2007,1.3,4.4,2.1,6.93
9/17/2007,2.1,3,0.9,7.1
9/18/2007,17.8,2.6,20.2,7.26
9/19/2007,3.7,20.9,0.9,15.96
9/20/2007,15,2.1,12,31.25
9/21/2007,2.4,7.1,2.5,32.73
9/22/2007,1.3,6.1,0.9,32.73
9/23/2007,0,14.8,0,32.35
9/24/2007,0,0,0,30.53
9/25/2007,0,0,0,26.57
9/26/2007,1.1,0,2.1,21.08
9/27/2007,3.3,0.2,1.2,17.72
9/28/2007,0,1.1,0,15.6
9/29/2007,0,0,0.2,14.22
9/30/2007,0,0,12,13.11
10/1/2007,1,8.2,1.1,13.42
10/2/2007,2,1.8,0.06,16.73
10/3/2007,0.06,2,0.4,17.12
10/4/2007,0.9,1.9,0.5,16.92
10/5/2007,0.6,0,1,15.6
10/6/2007,1.1,0.4,1.4,13.27
10/7/2007,3.8,1.7,6.7,12.52
10/8/2007,6.7,2,2.7,20.14
10/9/2007,0.06,12.1,0.06,27.85
10/10/2007,0.06,0,0.06,28.17
10/11/2007,4.6,0,5.4,27.53
10/12/2007,1.5,4.7,1.3,23.68
10/13/2007,0,2.7,0,19.23
10/14/2007,6.8,0,4.2,17.32
10/15/2007,0.1,6.3,0.06,17.13
10/16/2007,0.5,0,0.1,18.36
10/17/2007,0,0,0,18.57
10/18/2007,1.3,0,1.2,17.73
10/19/2007,0,0.7,0,16.74
10/20/2007,0,0,0,14.57
10/21/2007,0,0,0,13.28
10/22/2007,0,0,0,12.1
10/23/2007,0,0,0,11.29
10/24/2007,0,0,0,10.78
10/25/2007,0,0,0,9.17
10/26/2007,0.3,0,0.2,8.96
10/27/2007,1.8,0,1,8.75
10/28/2007,3.2,0,1.4,8.26
10/29/2007,0.2,0,0.3,8.17
10/30/2007,7.7,0.2,5.8,8.96
10/31/2007,1.3,8.6,0.8,12.11
11/1/2007,1.3,2.6,0.3,16.36
11/2/2007,0,0.5,0.06,17.54
11/3/2007,0.3,0,1,17.74
11/4/2007,0.3,1,0,16.36
11/5/2007,0.2,0,0.4,13.91
11/6/2007,1.7,0.7,1.5,12.39
11/7/2007,2.4,2,6.4,11.3
11/8/2007,1.5,9.3,0.4,12.11
11/9/2007,4.8,0,13.7,18.81
11/10/2007,6,30,6.5,31.31
11/11/2007,2,4.3,1.1,37.68
11/12/2007,0.3,3.7,0.06,38.12
11/13/2007,0,1.1,0.2,36.4
11/14/2007,0.1,0.9,0,29.89
11/15/2007,0.5,0,0.1,24.27
11/16/2007,0.5,0.4,0.1,19.48
11/17/2007,0.7,0,1,17.55
11/18/2007,0.5,1.1,0.5,15.63
11/19/2007,0,0,0,14.58
11/20/2007,0,0,0,13.29
11/21/2007,0.1,0,0,12.84
11/22/2007,0.7,0,0.5,12.26
11/23/2007,3.3,0.3,2.3,11.84
11/24/2007,0.06,1.8,0,13.61
11/25/2007,4.8,0,3.8,14.25
11/26/2007,1.1,5.9,1.2,13.77
11/27/2007,1.2,0.4,0,13.61
11/28/2007,0,0,0,13.3
11/29/2007,0,0,0,12.99
11/30/2007,0,0,0,10.19
12/1/2007,0.9,2.7,2.1,9.18
12/2/2007,2.8,8.3,3.8,9.4
12/3/2007,2.9,8.9,6.5,9.62
12/4/2007,1.9,2.6,3.2,9.84
12/5/2007,2,2.2,4,11.57
12/6/2007,3.2,3.2,5.1,24.29
12/7/2007,12,11.6,15.3,47.55
12/8/2007,4.7,5.6,3.1,62.78
12/9/2007,0,5.4,0.2,68.88
12/10/2007,1.4,0.3,0.9,69.69
12/11/2007,0.5,0,0.1,62.79
12/12/2007,0,0,0,52.17
12/13/2007,0,0,0,42.36
12/14/2007,0,0,0.06,35.19
12/15/2007,0,0,0,27.92
12/16/2007,0,0,0,22.93
12/17/2007,0,0,0,20.19
12/18/2007,0,0,0.06,18.19
12/19/2007,0,0,0,16.02
12/20/2007,0,0,0,15.65
12/21/2007,0,0,0,13.94
12/22/2007,0,0,0,12.71
12/23/2007,1.6,0,0.8,12.42
12/24/2007,0,0,0,10.8
12/25/2007,2,1,1.4,10.08
12/26/2007,1.7,0.7,0.7,11.06
12/27/2007,1.7,2,2,13.78
12/28/2007,1.5,4.1,3.4,20.2
12/29/2007,2.1,1.6,0.7,24.88
12/30/2007,3.1,3.6,1,25.17
12/31/2007,1.1,1.6,1.9,23.75
1/1/2008,0,0.9,1,20.21
1/2/2008,0,0,0,20.21
1/3/2008,0.4,0,0,20.44
1/4/2008,0,0,0,18.43
1/5/2008,0,0,0,15.17
1/6/2008,1.6,1.4,2.1,11.92
1/7/2008,4.1,4.4,3.4,9.69
1/8/2008,1.8,1,1.2,8.44
1/9/2008,1.7,2.1,1.8,7.79
1/10/2008,3,4.3,3.3,7.53
1/11/2008,4.7,3.8,1,7.7
1/12/2008,2.5,2.1,1.7,9.47
1/13/2008,0.3,0.3,0.3,14.31
1/14/2008,0.5,0.3,0.3,19.07
1/15/2008,1.2,1.9,0.4,20.2
1/16/2008,0.5,2,1.3,20.43
1/17/2008,0.4,1.3,0.06,18.85
1/18/2008,2.5,4,4.4,20.66
1/19/2008,11.3,12.9,9.7,24.26
1/20/2008,1.6,0.7,0.6,35.84
1/21/2008,10.2,5.6,7.7,49.43
1/22/2008,1.5,0,2,49.99
1/23/2008,0,0,0.1,48.86
1/24/2008,5.3,3.1,4.2,42.08
1/25/2008,1.5,1.5,1.4,34.22
1/26/2008,1.1,0.6,0.1,27.2
1/27/2008,0,0,0,24.25
1/28/2008,0,0,0.06,23.16
1/29/2008,0,0,0.06,20.18
1/30/2008,12.1,9.5,11.2,19.05
1/31/2008,0.2,0,0,19.72
2/1/2008,7.5,6.4,9.6,20.64
2/2/2008,4.8,3.5,1.8,19.94
2/3/2008,1.7,6.1,4.2,22.63
2/4/2008,0.5,0.8,0.8,27.19
2/5/2008,3.2,1.8,1.8,27.5
2/6/2008,0.2,0.4,1.6,25.97
2/7/2008,0.7,0.5,0.5,23.15
2/8/2008,0.7,0.5,0,20.88
2/9/2008,0.1,0,0.4,19.04
2/10/2008,1.7,0.7,1.7,19.04
2/11/2008,0.7,0.5,1,23.68
2/12/2008,0.5,1.1,0.5,29.11
2/13/2008,0.2,0,0.06,31.19
2/14/2008,0,0,0.06,31.55
2/15/2008,0,0,0.06,30.13
2/16/2008,0.1,0,0.2,26.25
2/17/2008,1,0.4,0.1,23.94
2/18/2008,0.06,0,0,23.4
2/19/2008,0.2,0,0.7,22.35
2/20/2008,2,2.4,1.6,18.39
2/21/2008,1.8,1.8,1.5,15.66
2/22/2008,2.7,2.2,0.5,13.8
2/23/2008,0,0,0.06,14.28
2/24/2008,9.5,5.5,7.1,14.44
2/25/2008,0,0,0,13.95
2/26/2008,8.8,8.9,8.8,17.55
2/27/2008,4.6,3.8,3.9,17.96
2/28/2008,1.7,1,0.8,27.78
2/29/2008,0,0.4,0.1,29.09
3/1/2008,0.1,1.3,0.3,29.42
3/2/2008,0,0,0,26.53
3/3/2008,3.5,4.4,4,23.12
3/4/2008,0.5,0.5,0.9,19.02
3/5/2008,0,0,0.3,17.96
3/6/2008,6.3,4,3.6,16.01
3/7/2008,0.1,0.2,0.3,13.02
3/8/2008,1.2,0.3,1,11.47
3/9/2008,0.4,0,0,10.11
3/10/2008,0,0,0,14.27
3/11/2008,0,0,0,29.74
3/12/2008,0,2,0.7,32.6
3/13/2008,3.5,4.3,4,32.98
3/14/2008,4.2,1.5,2.1,32.6
3/15/2008,2.1,1.5,1.7,32.6
3/16/2008,1.1,0.7,0.7,32.22
3/17/2008,1,0,0.3,30.42
3/18/2008,0.6,0.5,0.4,27.75
3/19/2008,0,0,0.1,22.83
3/20/2008,0.2,0,0,21.31
3/21/2008,0,0,0,18.36
3/22/2008,1.7,3,2,16.74
3/23/2008,1.9,0.4,1,14.26
3/24/2008,0,0,0,12.86
3/25/2008,11.8,8.5,7.8,11.46
3/26/2008,12.3,7.2,5.3,10.82
3/27/2008,1.3,0,0.1,9.43
3/28/2008,0.06,0,0,8.8
3/29/2008,0.06,1.3,2.1,7.76
3/30/2008,0.06,0,0.06,6.99
3/31/2008,0,0,0,7.16
4/1/2008,0,0,0,8.4
4/2/2008,0,0,0,31.82
4/3/2008,0,1,0.1,34.88
4/4/2008,0,0,0,36.52
4/5/2008,0.2,0,0.1,37.37
4/6/2008,2.7,3.4,5.2,37.36
4/7/2008,4.4,3,2.7,38.23
4/8/2008,13.3,21.4,12.4,43.87
4/9/2008,1.2,2.2,0.7,57.79
4/10/2008,0,0,0,63.34
4/11/2008,0,0,0,64.07
4/12/2008,5,13.9,6.7,61.19
4/13/2008,8.7,11.4,5,57.78
4/14/2008,0.1,0,0.1,52.7
4/15/2008,0,0.8,0,55.18
4/16/2008,0,3.8,0,53.92
4/17/2008,0,0,0,47.52
4/18/2008,0,0,0,41.88
4/19/2008,0,0,0,35.26
4/20/2008,0,0,0,30.72
4/21/2008,0,0,0,29
4/22/2008,0,0,0,22.79
4/23/2008,0,0,0,20.08
4/24/2008,0,0,0,18.11
4/25/2008,0,0,0,15.96
4/26/2008,0,0,0,14.39
4/27/2008,0,0,0,13.59
4/28/2008,0,0,0,11.84
4/29/2008,0,0,0,10.8
4/30/2008,0,0,0,9.85
5/1/2008,0,0,0,9.04
5/2/2008,0,0,0,9.09
5/3/2008,0,0,0,8.29
5/4/2008,0,0,0,8.01
5/5/2008,0.06,0,0.2,7.48
5/6/2008,0.06,0,0,6.63
5/7/2008,0.7,0.6,1.8,6.15
5/8/2008,0.06,0.3,0.3,5.88
5/9/2008,10.6,0.2,2.7,5.55
5/10/2008,0,0,0,5.3
5/11/2008,0.1,1.2,0.4,5.3
5/12/2008,0.1,0,0,5.48
5/13/2008,0.1,0,0,5.12
5/14/2008,0.4,0,0,4.8
5/15/2008,4.2,1.8,6.6,4.51
5/16/2008,0,0.2,0,4.46
5/17/2008,2.6,3.8,1.8,4.51
5/18/2008,0.06,0,0.06,4.61
5/19/2008,0,0,0,4.56
5/20/2008,0,0,0,4.51
5/21/2008,0,0,0,4.46
5/22/2008,0,0,0,4.26
5/23/2008,0,0,0,4.16
5/24/2008,0,0,0,3.97
5/25/2008,0,0,0,3.8
5/26/2008,0,0,0,3.58
5/27/2008,0,0,0,3.42
5/28/2008,0,0,0,3.16
5/29/2008,0,0,0,2.86
5/30/2008,0,0,0,2.88
5/31/2008,0,0,0,2.78
6/1/2008,0.06,0,0,2.69
6/2/2008,0.2,0,0,2.57
6/3/2008,0,0,0,2.48
6/4/2008,0,0,0,2.4
6/5/2008,0,0,0,2.29
6/6/2008,0.8,0,0.3,2.26
6/7/2008,0,0,0,2.26
6/8/2008,1.4,2.8,0.9,2.11
6/9/2008,1.8,0.5,0.1,1.95
6/10/2008,10.1,2.6,1.4,1.93
6/11/2008,6.2,8.4,16.2,2.21
6/12/2008,3.8,1.9,3.9,2.48
6/13/2008,0,0.7,0.7,2.78
6/14/2008,0.6,5.9,5.5,3.12
6/15/2008,0,1.8,0.06,3.27
6/16/2008,0,0,0.1,3.5
6/17/2008,10.1,20.8,17.7,3.58
6/18/2008,20.1,28.6,5.1,3.75
6/19/2008,0,0,0,7.29
6/20/2008,6.5,12.2,2.4,11.54
6/21/2008,3.9,1.8,0,11.67
6/22/2008,0.2,2.1,11.1,10.05
6/23/2008,7.9,17.3,6.7,8.46
6/24/2008,17.4,7.3,8.7,7.99
6/25/2008,0.06,0,0,15.19
6/26/2008,0.4,7.2,0.5,17.44
6/27/2008,0.4,1.7,0.1,17.64
6/28/2008,0.8,7.8,7.4,15.54
6/29/2008,8.4,0.1,1.2,12.64
6/30/2008,0,0,0,10.76
7/1/2008,2.6,6.2,1.6,11.27
7/2/2008,2.5,0.6,1,11.8
7/3/2008,1.7,1.6,16.1,11.01
7/4/2008,0,0,0,9.27
7/5/2008,0,0,0,9.82
7/6/2008,0.06,3,0,9.93
7/7/2008,0,0,0,8.55
7/8/2008,0,0,0,6.8
7/9/2008,0.3,0.2,1,5.16
7/10/2008,1.2,0,0,4.39
7/11/2008,1.4,4,2.3,3.96
7/12/2008,2.2,1,0,3.78
7/13/2008,0,0,0,3.53
7/14/2008,15,16.8,9.6,3.3
7/15/2008,0.06,0,0,3.34
7/16/2008,0,1.1,0,4.6
7/17/2008,2.6,0,0.06,4.93
7/18/2008,1.7,0,0.06,4.98
7/19/2008,0,0,0,4.49
7/20/2008,11.8,0.6,0.3,3.92
7/21/2008,5.8,0,0.1,3.33
7/22/2008,1.2,1.2,0.8,3.04
7/23/2008,0,0,0,3.92
7/24/2008,0,0,0,4.01
7/25/2008,0,0,0,3.96
7/26/2008,0,0,0,3.57
7/27/2008,0,0,0,3.18
7/28/2008,0,0,0,2.65
7/29/2008,0,0,0,2.42
7/30/2008,0,0,0,2.42
7/31/2008,0,0,0,2.42
8/1/2008,1,16.6,0,2.23
8/2/2008,0,2.6,1.2,2.18
8/3/2008,0.3,4.1,2.1,2.11
8/4/2008,1.2,0.7,1.3,2.13
8/5/2008,0,0,0,1.96
8/6/2008,0,0,0,1.88
8/7/2008,16.6,7.1,8.4,1.96
8/8/2008,16.4,10.9,5.4,1.93
8/9/2008,0.06,1.3,0.9,2.8
8/10/2008,15.6,0.2,1,4.39
8/11/2008,5,7.4,2.1,4.49
8/12/2008,1.5,16.7,3.8,4.49
8/13/2008,0.06,2.8,0.06,5.39
